"Year","Fruit","Variety","Area_harvested_ha","Yield_t_per_ha","Production_tons","Average_Temperature_C","Rainfall_mm","Pest_Incidence_Index","Irrigation_Water_m3_per_ha","Productivity","Growth_Percent","Disease_Class","NDVI_Index","Soil_Moisture_pct","GDD_Base10","Reference_ETo_mm","Notes","Prod_total_orig"
2023,"Peaches","Julyprince",869.8,11.33,9854.83,23.26,344.2,0.38,2588,0.749,62.27,"Fungal",0.702,8.34,3222,350.8,"@ missing-field flag",27155.27
2013,"Peaches","O'Henry",170.5,13.62,2322.71,22.54,341.7,0.34,2657,0.855,61.79,"Fungal",0.67,9.11,2669,350.5,"@ anomaly",14914.02
2020,"Peaches","O'Henry",359.31,10.25,3683.43,18.6,276.3,0.32,3185,0.63,56.55,"Bacterial",0.611,10.07,2434,336.3,"@ data entry check",26027
2022,"Peaches","O'Henry",46.41,7.79,361.5,21.43,280.2,0.43,3201,0.486,57,"Bacterial",0.655,8.61,2945,346,"@",9373.42
1996,"Peaches","Redhaven",191.28,15.44,2953.68,16.32,302.4,0.41,2974,1.269,54.08,"Bacterial",0.654,7.95,1628,349.6,"@ missing-field flag",14799.07
2000,"Peaches","Redhaven",2.88,14.57,41.96,19.86,347.7,0.45,2447,1.327,57.2,"Fungal",0.718,9.64,2929,345.6,"@",30913.17
2002,"Peaches","Redhaven",562.13,16.5,9272.77,14.77,340.6,0.35,2484,1.293,59.69,"Fungal",0.775,9.32,704,337.1,"@",33594.98
2016,"Peaches","Redhaven",52.91,10.56,558.65,12.85,292.6,0.2,2997,0.713,56.07,"None",0.623,6.31,997,352.8,"@ anomaly",27499.6
2023,"Peaches","Redhaven",167.58,11.92,1997.55,23.26,344.2,0.38,2588,0.788,60.52,"Fungal",0.702,8.34,3222,350.8,"@ missing-field flag",
2001,"Peaches","Springcrest",224.71,12.72,2859.28,12.76,338,0.32,2778,1.059,57.2,"Fungal",0.68,9.38,881,344.4,"@  reviewed",13280.2
2006,"Peaches","Springcrest",189.35,12.4,2347.06,18.6,333.3,0.34,2689,0.993,62.7,"Fungal",0.756,9.71,2585,363.7,"@",20591.35
2013,"Peaches","Springcrest",122.37,14.69,1797.76,22.54,341.7,0.34,2657,0.923,61.79,"Fungal",0.67,9.11,2669,350.5,"@ anomaly",14914.02
2014,"Peaches","Springcrest",23.92,10.73,256.57,17.24,302,0.34,2849,0.761,62.61,"Bacterial",0.652,7.69,1510,352.2,"@ ok",12378.97
1999,"Peaches","Suncrest",428.88,13.7,5873.59,14.42,285.9,0.39,3106,1.08,56.93,"Bacterial",0.583,8.34,1859,355.8,"@ ok",23800.63
2001,"Peaches","Suncrest",126.03,11.33,1427.83,12.76,338,0.32,2778,0.944,57.2,"Fungal",0.68,9.38,881,344.4,"@  reviewed",13280.2
2002,"Peaches","Suncrest",6.43,15.81,101.66,14.77,340.6,0.35,2484,1.239,59.69,"Fungal",0.775,9.32,704,337.1,"@",33594.98
1998,"Pomegranates","Arakta",858.29,6.18,5302.49,20.18,369.1,0.33,2511,0.511,58.3,"Fungal",0.745,10.08,2323,353.4,"@",13600.64
2007,"Pomegranates","Arakta",75.45,7.83,590.58,20.62,282.7,0.51,3217,0.571,58.87,"Bacterial",0.596,10.81,2837,354.7,"@ ok",14798.77
2016,"Pomegranates","Arakta",,6.7,,19.71,269.3,0.38,3303,0.475,56.92,"Bacterial",0.551,7.42,2371,368.4,"@",8554.83
2021,"Pomegranates","Arakta",,6.91,,24.64,263.9,0.52,,,57.06,"Bacterial",0.584,,3373,365.3,"@  reviewed",6356.88
1995,"Pomegranates","Assaria",89.15,13.76,1226.97,15.7,307.7,0.42,3057,0.964,55.75,"Bacterial",0.663,8.41,1807,349.7,"@ ok",28458.8
2020,"Pomegranates","Assaria",102.31,2.66,272.58,20.36,337.7,0.44,2509,0.191,57.52,"Fungal",0.693,8.69,2054,347.4,"@ missing-field flag",3189.43
1999,"Pomegranates","Bhagwa",40.88,11.75,480.36,16.76,,0.51,2525,0.873,66.29,"Fungal",,,2377,,"@ data entry check",22913.19
2011,"Pomegranates","Bhagwa",1.34,7.99,10.7,21.44,295.9,0.29,3039,0.518,61.33,"Bacterial",0.611,11.16,2782,361.8,"@",8812.33
2017,"Pomegranates","Hicaznar",357.56,7.27,2599.21,21.68,254.3,0.37,3450,0.423,56.59,"Bacterial",0.604,7.98,3245,368.5,"@ data entry check",10029.35
1996,"Pomegranates","Kandhari",214.54,10.3,2208.98,14.33,255.4,0.48,3384,0.813,53.03,"Bacterial",0.613,8.37,1205,339.4,"@  reviewed",17068.41
2005,"Pomegranates","Kandhari",62.96,10.84,682.36,24.84,273.2,0.46,3140,0.816,57.84,"Bacterial",0.601,11.89,3264,353.6,"@",8892.19
1995,"Pomegranates","Salimi",172.84,13.5,2334.01,15.7,307.7,0.42,3057,0.946,55.75,"Bacterial",0.663,8.41,1807,349.7,"@ ok",28458.8
1996,"Pomegranates","Salimi",250.99,10.2,2560.86,14.33,255.4,0.48,3384,0.805,53.03,"Bacterial",0.613,8.37,1205,339.4,"@  reviewed",17068.41
2000,"Pomegranates","Salimi",281.74,13.43,3785.09,17.42,283.4,0.56,3207,1.019,59.15,"Bacterial",0.562,7.2,2484,354.9,"@",24172.7
2008,"Pomegranates","Wonderful",138.96,9.66,1342.28,15.32,314.8,0.33,2851,0.695,58.76,"Bacterial",0.61,10.21,1144,342.8,"@ ok",20011.11
2015,"Pomegranates","Wonderful",162.39,5.82,944.79,22.17,259.6,0.51,3412,0.355,57.97,"Bacterial",0.564,7.19,2582,354.6,"@ anomaly",9404.82
2023,"Pomegranates","Wonderful",28.33,9.31,263.86,15.66,307.2,0.42,3096,0.555,58.69,"Bacterial",0.645,10.04,1620,350.4,"@ anomaly",19595.67
1995,"Apples","Braeburn",160.54,14.24,2286.67,16.18,281.5,0.55,3237,1.109,53.12,"Bacterial",0.626,10.22,1658,362.7,"@ ok",39273.1
1996,"Apples","Braeburn",538.99,16.82,9068.2,20.06,348,0.35,2563,1.494,58.39,"Fungal",0.739,6.87,2441,337.2,"@",58782.51
1997,"Apples","Braeburn",745.13,24.09,17947.03,13.52,295.5,0.41,3016,1.913,56.69,"Bacterial",0.666,8.55,1590,352.5,"@ data entry check",120196.82
1998,"Apples","Braeburn",788.37,18.55,14622.61,18.02,289.1,0.26,,,58.47,"Bacterial",0.672,,2376,362.5,"@",97253.2
1999,"Apples","Braeburn",1889.28,13.19,24919.37,21.18,317,0.35,2836,1.011,58.15,"Bacterial",0.684,9.47,2266,367.7,"@ missing-field flag",70129.91
2000,"Apples","Braeburn",238.75,8.22,1962.93,16.18,308.6,0.3,2912,0.653,60.87,"Bacterial",0.75,6.65,2106,348.4,"@ anomaly",45559.19
2001,"Apples","Braeburn",1196.4,11.97,14325.48,21.49,260.4,0.36,3416,0.883,60.23,"Bacterial",0.56,10.83,3270,355,"@ missing-field flag",53219.28
2002,"Apples","Braeburn",422.12,15.53,6555.55,16.73,252.4,0.53,3417,1.079,56.42,"Bacterial",0.581,9.99,1246,368.8,"@ anomaly",86949.87
2003,"Apples","Braeburn",6.22,11.07,68.84,18.65,252.1,0.38,3427,0.831,55.29,"Bacterial",0.567,10.16,2094,362,"@  reviewed",64083.37
2004,"Apples","Braeburn",132.04,14.16,1869.8,13.04,319.8,0.32,2796,1.068,54.32,"Bacterial",0.663,10.98,1045,362.7,"@ missing-field flag",74353.91
2005,"Apples","Braeburn",584.09,17.77,10378.28,22.91,343.6,0.38,2537,1.328,58.45,"Fungal",0.724,7.91,3143,358.2,"@",55289.48
2006,"Apples","Braeburn",160.29,9.98,1599.67,18.51,309.8,0.34,2875,0.737,59.66,"Bacterial",0.708,4.37,1913,356.9,"@ missing-field flag",26637.64
2007,"Apples","Braeburn",212,14.65,3105.93,15.1,341,0.18,2690,1.172,61.3,"None",0.69,9.61,1541,354.8,"@ missing-field flag",63844.71
2008,"Apples","Braeburn",81.31,10.51,854.95,13.19,256.5,0.51,3414,0.765,56.23,"Bacterial",0.562,10.99,1210,365,"@ ok",30209.66
2009,"Apples","Braeburn",130.02,11.46,1490.41,20.13,287.3,0.44,2940,0.835,56.38,"Bacterial",0.653,10.79,2268,356.3,"@ data entry check",47670.55
2010,"Apples","Braeburn",431.11,10.51,4532.97,18.23,313.9,0.41,2800,0.735,55.67,"Bacterial",0.687,8.28,1891,368.3,"@ missing-field flag",62791.24
2011,"Apples","Braeburn",291.93,9.9,2889.09,15,345,0.22,2431,0.73,60.08,"None",0.776,8.97,1253,330.7,"@ anomaly",45316.65
2012,"Apples","Braeburn",1085.33,10.4,11288.29,14.97,293.2,0.39,3084,0.737,58.72,"Bacterial",0.671,9.49,986,345.7,"@",67024.22
2013,"Apples","Braeburn",1151.32,8.12,9343.03,17,349.2,0.26,2542,0.577,59.58,"Fungal",0.731,6.41,1734,367.8,"@ missing-field flag",39245.44
2014,"Apples","Braeburn",809.09,8.33,6736.78,22.21,326.6,0.41,2797,0.511,59.84,"Bacterial",0.68,8.1,2352,353,"@ ok",29772.74
2015,"Apples","Braeburn",,6.25,,17.42,249.6,0.34,3655,0.419,59.42,"Bacterial",0.581,8.07,2124,349.8,"@",18994.77
2016,"Apples","Braeburn",95.56,8.84,844.32,23.5,320.6,0.33,3000,0.587,60.15,"Bacterial",0.676,11.48,3166,358.3,"@ data entry check",44982.96
2017,"Apples","Braeburn",27.84,8.07,224.62,22.14,322.5,0.35,2787,0.539,60.14,"Bacterial",0.643,8.12,2995,362.1,"@ anomaly",34531.1
2018,"Apples","Braeburn",869.14,7.21,6268.54,20.94,304.1,0.3,3007,0.499,63.21,"Bacterial",0.656,11.44,2880,348.7,"@  reviewed",46287.6
2019,"Apples","Braeburn",488.3,6.69,3266.58,22.08,343.3,0.23,2647,0.456,64.38,"None",0.71,9.15,2773,356,"@  reviewed",26382.42
2020,"Apples","Braeburn",348.74,9.19,3204.84,17.72,280.5,0.37,3280,0.608,61.95,"Bacterial",0.614,6.55,2255,351.6,"@  reviewed",57340.18
2021,"Apples","Braeburn",102.73,7.9,811.57,20.58,294.5,0.37,3044,0.491,61.3,"Bacterial",0.629,12.4,2207,358.4,"@  reviewed",
2022,"Apples","Braeburn",244.5,7.83,1914.13,19.69,245.7,0.31,3623,0.474,57.92,"Bacterial",0.619,7.56,1842,353.5,"@ ok",48710.51
2023,"Apples","Braeburn",921.14,4.19,3862.27,15.96,280.7,0.43,3120,0.269,57.67,"Bacterial",0.642,9.99,1954,365.5,"@",30472.88
1995,"Apples","Fuji",554.6,14.45,8011.8,16.18,281.5,0.55,3237,1.126,53.12,"Bacterial",0.626,10.22,1658,362.7,"@ ok",39273.1
1996,"Apples","Fuji",4.19,17.97,75.3,20.06,348,0.35,2563,1.596,58.39,"Fungal",0.739,6.87,2441,337.2,"@",58782.51
1997,"Apples","Fuji",902.83,22.36,20183.82,13.52,295.5,0.41,3016,1.775,56.69,"Bacterial",0.666,8.55,1590,352.5,"@ data entry check",120196.82
1998,"Apples","Fuji",1798.74,18.73,33690.12,18.02,289.1,0.26,,,58.47,"Bacterial",0.672,,2376,362.5,"@",97253.2
1999,"Apples","Fuji",1469.78,11.83,17393.09,21.18,317,0.35,2836,0.907,58.15,"Bacterial",0.684,9.47,2266,367.7,"@ missing-field flag",70129.91
2000,"Apples","Fuji",606.96,9.25,5611.74,16.18,308.6,0.3,2912,0.735,60.87,"Bacterial",0.75,6.65,2106,348.4,"@ anomaly",45559.19
2001,"Apples","Fuji",1759.45,11.48,20204.93,21.49,260.4,0.36,3416,0.847,60.23,"Bacterial",0.56,10.83,3270,355,"@ missing-field flag",53219.28
2002,"Apples","Fuji",90.97,16.85,1532.6,16.73,252.4,0.53,3417,1.171,56.42,"Bacterial",0.581,9.99,1246,368.8,"@ anomaly",86949.87
2003,"Apples","Fuji",180.72,11.59,2094.92,18.65,252.1,0.38,3427,0.87,55.29,"Bacterial",0.567,10.16,2094,362,"@  reviewed",64083.37
2004,"Apples","Fuji",1183.67,14.38,17017.17,13.04,319.8,0.32,2796,1.085,54.32,"Bacterial",0.663,10.98,1045,362.7,"@ missing-field flag",74353.91
2005,"Apples","Fuji",283.48,16.55,4691.02,22.91,343.6,0.38,2537,1.237,58.45,"Fungal",0.724,7.91,3143,358.2,"@",55289.48
2006,"Apples","Fuji",400.08,10.23,4091.87,18.51,309.8,0.34,2875,0.755,59.66,"Bacterial",0.708,4.37,1913,356.9,"@ missing-field flag",26637.64
2007,"Apples","Fuji",47.86,13.86,663.32,15.1,341,0.18,2690,1.109,61.3,"None",0.69,9.61,1541,354.8,"@ missing-field flag",63844.71
2008,"Apples","Fuji",545.25,10.77,5872.76,13.19,256.5,0.51,3414,0.784,56.23,"Bacterial",0.562,10.99,1210,365,"@ ok",30209.66
2009,"Apples","Fuji",440.73,11.5,5069.95,20.13,287.3,0.44,2940,0.838,56.38,"Bacterial",0.653,10.79,2268,356.3,"@ data entry check",47670.55
2010,"Apples","Fuji",77.42,10.15,786.03,18.23,313.9,0.41,2800,0.71,55.67,"Bacterial",0.687,8.28,1891,368.3,"@ missing-field flag",62791.24
2011,"Apples","Fuji",1225.12,8.91,10919.35,15,345,0.22,2431,0.657,60.08,"None",0.776,8.97,1253,330.7,"@ anomaly",45316.65
2012,"Apples","Fuji",178.6,9.97,1780.78,14.97,293.2,0.39,3084,0.707,58.72,"Bacterial",0.671,9.49,986,345.7,"@",67024.22
2013,"Apples","Fuji",201.07,7.18,1444.23,17,349.2,0.26,2542,0.51,59.58,"Fungal",0.731,6.41,1734,367.8,"@ missing-field flag",39245.44
2014,"Apples","Fuji",549.07,8.79,4827,22.21,326.6,0.41,2797,0.539,59.84,"Bacterial",0.68,8.1,2352,353,"@ ok",29772.74
2015,"Apples","Fuji",,6.33,,17.42,249.6,0.34,3655,0.424,59.42,"Bacterial",0.581,8.07,2124,349.8,"@",18994.77
2016,"Apples","Fuji",1943.79,8.4,16336.26,23.5,320.6,0.33,3000,0.558,60.15,"Bacterial",0.676,11.48,3166,358.3,"@ data entry check",44982.96
2017,"Apples","Fuji",832.56,8.85,7366.14,22.14,322.5,0.35,2787,0.591,60.14,"Bacterial",0.643,8.12,2995,362.1,"@ anomaly",34531.1
2018,"Apples","Fuji",513.81,6.5,3338.82,20.94,304.1,0.3,3007,0.45,63.21,"Bacterial",0.656,11.44,2880,348.7,"@  reviewed",46287.6
2019,"Apples","Fuji",131.46,7,920.79,22.08,343.3,0.23,2647,0.477,64.38,"None",0.71,9.15,2773,356,"@  reviewed",26382.42
2020,"Apples","Fuji",453.26,9.18,4160.88,17.72,280.5,0.37,3280,0.607,61.95,"Bacterial",0.614,6.55,2255,351.6,"@  reviewed",57340.18
2021,"Apples","Fuji",969.98,8.56,8303.03,20.58,294.5,0.37,3044,0.532,61.3,"Bacterial",0.629,12.4,2207,358.4,"@  reviewed",
2022,"Apples","Fuji",1359.96,7.53,10240.82,19.69,245.7,0.31,3623,0.456,57.92,"Bacterial",0.619,7.56,1842,353.5,"@ ok",48710.51
2023,"Apples","Fuji",1072.4,4.41,4728.16,15.96,280.7,0.43,3120,0.283,57.67,"Bacterial",0.642,9.99,1954,365.5,"@",30472.88
1995,"Apples","Gala",192.1,14.27,2741.75,16.18,281.5,0.55,3237,1.112,53.12,"Bacterial",0.626,10.22,1658,362.7,"@ ok",39273.1
1996,"Apples","Gala",244.53,16.9,4133.41,20.06,348,0.35,2563,1.501,58.39,"Fungal",0.739,6.87,2441,337.2,"@",58782.51
1997,"Apples","Gala",353.1,21.08,7443.78,13.52,295.5,0.41,3016,1.674,56.69,"Bacterial",0.666,8.55,1590,352.5,"@ data entry check",120196.82
1998,"Apples","Gala",265.33,19.5,5173.42,18.02,289.1,0.26,,,58.47,"Bacterial",0.672,,2376,362.5,"@",97253.2
1999,"Apples","Gala",268.98,12.99,3493.66,21.18,317,0.35,2836,0.996,58.15,"Bacterial",0.684,9.47,2266,367.7,"@ missing-field flag",70129.91
2000,"Apples","Gala",947.29,8.58,8124.47,16.18,308.6,0.3,2912,0.682,60.87,"Bacterial",0.75,6.65,2106,348.4,"@ anomaly",45559.19
2001,"Apples","Gala",527.32,11.64,6139.96,21.49,260.4,0.36,3416,0.859,60.23,"Bacterial",0.56,10.83,3270,355,"@ missing-field flag",53219.28
2002,"Apples","Gala",740.03,17.33,12826.69,16.73,252.4,0.53,3417,1.204,56.42,"Bacterial",0.581,9.99,1246,368.8,"@ anomaly",86949.87
2003,"Apples","Gala",457.68,12.02,5500.11,18.65,252.1,0.38,3427,0.902,55.29,"Bacterial",0.567,10.16,2094,362,"@  reviewed",64083.37
2004,"Apples","Gala",43.55,13.43,584.68,13.04,319.8,0.32,2796,1.013,54.32,"Bacterial",0.663,10.98,1045,362.7,"@ missing-field flag",74353.91
2005,"Apples","Gala",158.53,15.84,2511.61,22.91,343.6,0.38,2537,1.184,58.45,"Fungal",0.724,7.91,3143,358.2,"@",55289.48
2006,"Apples","Gala",375.45,9.76,3665.07,18.51,309.8,0.34,2875,0.721,59.66,"Bacterial",0.708,4.37,1913,356.9,"@ missing-field flag",26637.64
2007,"Apples","Gala",1392.44,13.02,18123.62,15.1,341,0.18,2690,1.042,61.3,"None",0.69,9.61,1541,354.8,"@ missing-field flag",63844.71
2008,"Apples","Gala",269.95,9.99,2697.51,13.19,256.5,0.51,3414,0.727,56.23,"Bacterial",0.562,10.99,1210,365,"@ ok",30209.66
2009,"Apples","Gala",330.46,11.48,3794.75,20.13,287.3,0.44,2940,0.837,56.38,"Bacterial",0.653,10.79,2268,356.3,"@ data entry check",47670.55
2010,"Apples","Gala",779.15,10.8,8413.51,18.23,313.9,0.41,2800,0.755,55.67,"Bacterial",0.687,8.28,1891,368.3,"@ missing-field flag",62791.24
2011,"Apples","Gala",352.67,9.51,3352.15,15,345,0.22,2431,0.701,60.08,"None",0.776,8.97,1253,330.7,"@ anomaly",45316.65
2012,"Apples","Gala",488.29,10.32,5039.53,14.97,293.2,0.39,3084,0.732,58.72,"Bacterial",0.671,9.49,986,345.7,"@",67024.22
2013,"Apples","Gala",315.08,7.26,2287.12,17,349.2,0.26,2542,0.516,59.58,"Fungal",0.731,6.41,1734,367.8,"@ missing-field flag",39245.44
2014,"Apples","Gala",326.27,8.41,2743.61,22.21,326.6,0.41,2797,0.516,59.84,"Bacterial",0.68,8.1,2352,353,"@ ok",29772.74
2015,"Apples","Gala",,5.92,,17.42,249.6,0.34,3655,0.397,59.42,"Bacterial",0.581,8.07,2124,349.8,"@",18994.77
2016,"Apples","Gala",80.2,8.29,665.18,23.5,320.6,0.33,3000,0.55,60.15,"Bacterial",0.676,11.48,3166,358.3,"@ data entry check",44982.96
2017,"Apples","Gala",1754.4,8.73,15317.06,22.14,322.5,0.35,2787,0.583,60.14,"Bacterial",0.643,8.12,2995,362.1,"@ anomaly",34531.1
2018,"Apples","Gala",1876,6.16,11548.94,20.94,304.1,0.3,3007,0.426,63.21,"Bacterial",0.656,11.44,2880,348.7,"@  reviewed",46287.6
2019,"Apples","Gala",389.59,7.3,2843.53,22.08,343.3,0.23,2647,0.497,64.38,"None",0.71,9.15,2773,356,"@  reviewed",26382.42
2020,"Apples","Gala",1345.6,9.28,12485.15,17.72,280.5,0.37,3280,0.614,61.95,"Bacterial",0.614,6.55,2255,351.6,"@  reviewed",57340.18
2021,"Apples","Gala",635.69,7.81,4964.74,20.58,294.5,0.37,3044,0.486,61.3,"Bacterial",0.629,12.4,2207,358.4,"@  reviewed",
2022,"Apples","Gala",1210.11,8.53,10324.29,19.69,245.7,0.31,3623,0.516,57.92,"Bacterial",0.619,7.56,1842,353.5,"@ ok",48710.51
2023,"Apples","Gala",416.16,4.44,1847.08,15.96,280.7,0.43,3120,0.285,57.67,"Bacterial",0.642,9.99,1954,365.5,"@",30472.88
1995,"Apples","Golden Delicious",38.49,15.28,587.95,16.18,281.5,0.55,3237,1.19,53.12,"Bacterial",0.626,10.22,1658,362.7,"@ ok",39273.1
1996,"Apples","Golden Delicious",805.5,16.34,13162.15,20.06,348,0.35,2563,1.451,58.39,"Fungal",0.739,6.87,2441,337.2,"@",58782.51
1997,"Apples","Golden Delicious",1163.5,21.38,24872.98,13.52,295.5,0.41,3016,1.697,56.69,"Bacterial",0.666,8.55,1590,352.5,"@ data entry check",120196.82
1998,"Apples","Golden Delicious",835.47,17.04,14237.94,18.02,289.1,0.26,,,58.47,"Bacterial",0.672,,2376,362.5,"@",97253.2
1999,"Apples","Golden Delicious",88.49,11.56,1022.8,21.18,317,0.35,2836,0.886,58.15,"Bacterial",0.684,9.47,2266,367.7,"@ missing-field flag",70129.91
2000,"Apples","Golden Delicious",393.68,7.72,3041.17,16.18,308.6,0.3,2912,0.613,60.87,"Bacterial",0.75,6.65,2106,348.4,"@ anomaly",45559.19
2001,"Apples","Golden Delicious",88.29,10.71,945.89,21.49,260.4,0.36,3416,0.79,60.23,"Bacterial",0.56,10.83,3270,355,"@ missing-field flag",53219.28
2002,"Apples","Golden Delicious",336.02,16.26,5464.69,16.73,252.4,0.53,3417,1.13,56.42,"Bacterial",0.581,9.99,1246,368.8,"@ anomaly",86949.87
2003,"Apples","Golden Delicious",218.6,11.32,2473.48,18.65,252.1,0.38,3427,0.849,55.29,"Bacterial",0.567,10.16,2094,362,"@  reviewed",64083.37
2004,"Apples","Golden Delicious",148,13.43,1986.95,13.04,319.8,0.32,2796,1.013,54.32,"Bacterial",0.663,10.98,1045,362.7,"@ missing-field flag",74353.91
2005,"Apples","Golden Delicious",349.56,16.77,5861.73,22.91,343.6,0.38,2537,1.254,58.45,"Fungal",0.724,7.91,3143,358.2,"@",55289.48
2006,"Apples","Golden Delicious",90.63,10.29,932.32,18.51,309.8,0.34,2875,0.76,59.66,"Bacterial",0.708,4.37,1913,356.9,"@ missing-field flag",26637.64
2007,"Apples","Golden Delicious",287.67,15.33,4408.74,15.1,341,0.18,2690,1.226,61.3,"None",0.69,9.61,1541,354.8,"@ missing-field flag",63844.71
2008,"Apples","Golden Delicious",302.97,9.77,2959.22,13.19,256.5,0.51,3414,0.711,56.23,"Bacterial",0.562,10.99,1210,365,"@ ok",30209.66
2009,"Apples","Golden Delicious",790.68,12.14,9601.83,20.13,287.3,0.44,2940,0.885,56.38,"Bacterial",0.653,10.79,2268,356.3,"@ data entry check",47670.55
2010,"Apples","Golden Delicious",2027.23,10.36,20998.38,18.23,313.9,0.41,2800,0.724,55.67,"Bacterial",0.687,8.28,1891,368.3,"@ missing-field flag",62791.24
2011,"Apples","Golden Delicious",356.8,9.23,3294.71,15,345,0.22,2431,0.68,60.08,"None",0.776,8.97,1253,330.7,"@ anomaly",45316.65
2012,"Apples","Golden Delicious",14.93,10.43,155.73,14.97,293.2,0.39,3084,0.74,58.72,"Bacterial",0.671,9.49,986,345.7,"@",67024.22
2013,"Apples","Golden Delicious",202.2,7.71,1558.15,17,349.2,0.26,2542,0.548,59.58,"Fungal",0.731,6.41,1734,367.8,"@ missing-field flag",39245.44
2014,"Apples","Golden Delicious",241.99,8.33,2014.9,22.21,326.6,0.41,2797,0.511,59.84,"Bacterial",0.68,8.1,2352,353,"@ ok",29772.74
2015,"Apples","Golden Delicious",,6.28,,17.42,249.6,0.34,3655,0.421,59.42,"Bacterial",0.581,8.07,2124,349.8,"@",18994.77
2016,"Apples","Golden Delicious",592.48,8.47,5021,23.5,320.6,0.33,3000,0.562,60.15,"Bacterial",0.676,11.48,3166,358.3,"@ data entry check",44982.96
2017,"Apples","Golden Delicious",153.98,8.36,1287.33,22.14,322.5,0.35,2787,0.558,60.14,"Bacterial",0.643,8.12,2995,362.1,"@ anomaly",34531.1
2018,"Apples","Golden Delicious",2962.19,6.59,19516.95,20.94,304.1,0.3,3007,0.456,63.21,"Bacterial",0.656,11.44,2880,348.7,"@  reviewed",46287.6
2019,"Apples","Golden Delicious",737.22,7.85,5784.92,22.08,343.3,0.23,2647,0.535,64.38,"None",0.71,9.15,2773,356,"@  reviewed",26382.42
2020,"Apples","Golden Delicious",294.14,9.89,2908.99,17.72,280.5,0.37,3280,0.654,61.95,"Bacterial",0.614,6.55,2255,351.6,"@  reviewed",57340.18
2021,"Apples","Golden Delicious",657.01,7.98,5242.94,20.58,294.5,0.37,3044,0.496,61.3,"Bacterial",0.629,12.4,2207,358.4,"@  reviewed",
2022,"Apples","Golden Delicious",1050.07,7.24,7603.93,19.69,245.7,0.31,3623,0.438,57.92,"Bacterial",0.619,7.56,1842,353.5,"@ ok",48710.51
2023,"Apples","Golden Delicious",122.36,4.35,532.27,15.96,280.7,0.43,3120,0.279,57.67,"Bacterial",0.642,9.99,1954,365.5,"@",30472.88
1995,"Apples","Granny Smith",28.63,14.89,426.29,16.18,281.5,0.55,3237,1.16,53.12,"Bacterial",0.626,10.22,1658,362.7,"@ ok",39273.1
1996,"Apples","Granny Smith",424.87,15.73,6682.29,20.06,348,0.35,2563,1.397,58.39,"Fungal",0.739,6.87,2441,337.2,"@",58782.51
1997,"Apples","Granny Smith",425.56,23.16,9854.58,13.52,295.5,0.41,3016,1.839,56.69,"Bacterial",0.666,8.55,1590,352.5,"@ data entry check",120196.82
1998,"Apples","Granny Smith",917.97,18.1,16618.16,18.02,289.1,0.26,,,58.47,"Bacterial",0.672,,2376,362.5,"@",97253.2
1999,"Apples","Granny Smith",617.63,13.92,8597.95,21.18,317,0.35,2836,1.067,58.15,"Bacterial",0.684,9.47,2266,367.7,"@ missing-field flag",70129.91
2000,"Apples","Granny Smith",42.36,9.61,407.1,16.18,308.6,0.3,2912,0.764,60.87,"Bacterial",0.75,6.65,2106,348.4,"@ anomaly",45559.19
2001,"Apples","Granny Smith",425.16,11.4,4848.37,21.49,260.4,0.36,3416,0.841,60.23,"Bacterial",0.56,10.83,3270,355,"@ missing-field flag",53219.28
2002,"Apples","Granny Smith",1507.96,15.89,23956.4,16.73,252.4,0.53,3417,1.104,56.42,"Bacterial",0.581,9.99,1246,368.8,"@ anomaly",86949.87
2003,"Apples","Granny Smith",1147.06,12.04,13807.34,18.65,252.1,0.38,3427,0.904,55.29,"Bacterial",0.567,10.16,2094,362,"@  reviewed",64083.37
2004,"Apples","Granny Smith",805.84,14.1,11363.98,13.04,319.8,0.32,2796,1.064,54.32,"Bacterial",0.663,10.98,1045,362.7,"@ missing-field flag",74353.91
2005,"Apples","Granny Smith",195.35,16.25,3175.1,22.91,343.6,0.38,2537,1.215,58.45,"Fungal",0.724,7.91,3143,358.2,"@",55289.48
2006,"Apples","Granny Smith",708.35,10.27,7272.81,18.51,309.8,0.34,2875,0.758,59.66,"Bacterial",0.708,4.37,1913,356.9,"@ missing-field flag",26637.64
2007,"Apples","Granny Smith",1044.99,13.56,14174.46,15.1,341,0.18,2690,1.085,61.3,"None",0.69,9.61,1541,354.8,"@ missing-field flag",63844.71
2008,"Apples","Granny Smith",1235.26,9.07,11205.27,13.19,256.5,0.51,3414,0.66,56.23,"Bacterial",0.562,10.99,1210,365,"@ ok",30209.66
2009,"Apples","Granny Smith",434.71,11.39,4952.11,20.13,287.3,0.44,2940,0.83,56.38,"Bacterial",0.653,10.79,2268,356.3,"@ data entry check",47670.55
2010,"Apples","Granny Smith",626.59,11.07,6937.72,18.23,313.9,0.41,2800,0.774,55.67,"Bacterial",0.687,8.28,1891,368.3,"@ missing-field flag",62791.24
2011,"Apples","Granny Smith",1277.73,10.01,12786.14,15,345,0.22,2431,0.738,60.08,"None",0.776,8.97,1253,330.7,"@ anomaly",45316.65
2012,"Apples","Granny Smith",359.28,10.88,3909.27,14.97,293.2,0.39,3084,0.771,58.72,"Bacterial",0.671,9.49,986,345.7,"@",67024.22
2013,"Apples","Granny Smith",1510.75,7.91,11943.63,17,349.2,0.26,2542,0.562,59.58,"Fungal",0.731,6.41,1734,367.8,"@ missing-field flag",39245.44
